"Rank","Title","Rating","Appraise","Director","Actor","Type","Area","Sales","Date","Publish"
458,"夺命深渊 Sanctum",7.3,27375,"阿里斯特·格里尔森","瑞斯·维克菲尔德/艾莉森·克拉特切莉/AliceParkinson","剧情/动作/惊悚/冒险","美国/澳大利亚",11815,2011-09-08,"进口"
459,"激战 激戰",7.8,107766,"林超贤","张家辉/彭于晏/李馨巧","剧情/动作/运动","香港/中国大陆",11804,2013-08-16,"国产"
460,"丁丁历险记 The Adventures of Tintin: The Secret of the Unicorn",7.6,89132,"史蒂文·斯皮尔伯格","杰米·贝尔/安迪·瑟金斯/丹尼尔·克雷格","动作/动画/悬疑/冒险","美国/新西兰",11751,2011-11-15,"进口分账"
461,"空中营救 Non-Stop",7.5,74741,"佐米·希尔拉","连姆·尼森/朱丽安·摩尔/斯科特·麦克纳里","动作/悬疑/惊悚/灾难","英国/法国/美国",11738,2014-09-19,"进口"
462,"终结者2018 Terminator Salvation",6.7,63127,"约瑟夫·麦克金提·尼彻","克里斯蒂安·贝尔/萨姆·沃辛顿/穆恩·布拉得古德","动作/冒险/科幻/惊悚","美国/德国/英国/意大利",11673,2009-06-09,"进口分账"
463,"梅兰芳",6.9,88371,"陈凯歌","黎明/章子怡/孙红雷","传记/剧情/历史","中国大陆",11670,2008-12-04,"国产"
464,"生死抉择",6.2,1919,"于本正","王庆祥/廖京生/左翎","剧情","中国大陆",11650,2000-09-28,"国产"
465,"全面回忆 Total Recall",7,86493,"伦·怀斯曼","科林·法瑞尔/凯特·贝金赛尔/杰西卡·贝尔","动作/科幻/惊悚/冒险","美国/加拿大",11642,2012-10-20,"进口分账"
466,"明日世界 Tomorrowland",6.2,42762,"布拉德·伯德","布丽特·罗伯森/乔治·克鲁尼/拉菲·卡西迪","动作/科幻/冒险","美国/西班牙",11641,2015-05-26,"进口分账"
467,"爸爸的假期",4,11780,"王岳伦","郭涛/林志颖/张亮","喜剧/家庭","中国大陆",11599,2015-02-19,"国产"
468,"飓风营救2 Taken 2",6.7,69996,"奥利维尔·米加顿","连姆·尼森/玛姬·格蕾斯/法米克·詹森","剧情/动作/犯罪","法国",11509,2012-10-07,"进口分账"
469,"惊天破",3.9,17165,"吴品儒","谢霆锋/刘青云/佟丽娅","剧情/动作/犯罪/悬疑","中国大陆/香港",11438,2016-10-21,"国产"
470,"狂怒 Fury",7.8,96388,"大卫·阿耶","布拉德·皮特/希亚·拉博夫/罗根·勒曼","剧情/动作/战争","英国/中国大陆/美国",11426,2014-11-21,"进口"
471,"关键第四号 I Am Number Four",6.1,56347,"D·J·卡卢索","亚历克斯·帕蒂弗/蒂莫西·奥利芬特/泰莉莎·帕尔墨","动作/科幻/惊悚","美国",11417,2011-02-26,"进口分账"
472,"鲛珠传",4.4,16691,"杨磊","王大陆/张天爱/任达华","喜剧/动作/爱情/奇幻","中国大陆/香港",11359,2017-08-11,"国产"
473,"游龙戏凤 遊龍戲鳳",6,56508,"刘伟强","刘德华/舒淇/何韵诗","爱情","香港",11359,2009-01-26,"国产"
474,"极速蜗牛 Turbo",7.1,31503,"大卫·索伦","瑞恩·雷诺兹/保罗·吉亚玛提/迈克尔·佩纳","喜剧/动画/冒险","美国",11327,2013-09-18,"进口分账"
475,"大明猩 <U+BBF8><U+C2A4><U+D130> <U+ACE0>",5.4,12811,"金容华","徐娇/成东日/金康宇","剧情/喜剧/运动","中国大陆/韩国",11307,2013-07-18,"国产"
476,"大灌篮",5.2,85905,"朱延平","周杰伦/陈柏霖/陈楚河","喜剧/运动","中国大陆/香港/台湾",1,2008-02-07,"国产"
477,"亲密敌人",5.6,56359,"徐静蕾","徐静蕾/黄立行/梁咏琪","剧情/爱情","中国大陆",11260,2011-12-23,"国产"
478,"九条命 Nine Lives",6.9,55133,"巴里·索南菲尔德","凯文·史派西/詹妮弗·加纳/玛丽娜·维丝曼","喜剧/奇幻/家庭","法国/中国大陆",11202,2016-09-09,"进口"
479,"不可思异",3.8,14494,"孙周","王宝强/小沈阳/大鹏","剧情/喜剧/科幻","中国大陆",11182,2015-12-04,"国产"
480,"木乃伊3 The Mummy: Tomb of the Dragon Emperor",5.4,63327,"罗伯·科恩","布兰登·费舍/李连杰/玛丽亚·贝罗","动作/冒险/奇幻/惊悚","美国/德国",11090,2008-09-02,"国产"
481,"生化危机5：惩罚 Resident Evil: Retribution",5.6,94151,"保罗·安德森","米拉·乔沃维奇/米歇尔·罗德里格兹/西耶娜·盖尔利","动作/科幻/恐怖","德国/加拿大/美国/法国",11051,2013-03-17,"进口"
482,"一个人的武林",6.2,42417,"陈德森","甄子丹/王宝强/杨采妮","动作/惊悚","中国大陆/香港",11047,2014-10-31,"国产"
483,"疯狂的赛车",7.9,170191,"宁浩","黄渤/戎祥/九孔","动作/冒险/喜剧","中国大陆",10904,2009-01-20,"国产"
484,"降临 Arrival",7.7,188246,"丹尼斯·维伦纽瓦","艾米·亚当斯/杰瑞米·雷纳/福里斯特·惠特克","剧情/科幻","美国",10877,2017-01-20,"进口分账"
485,"极盗车神 Baby Driver",7.1,68188,"埃德加·赖特","安塞尔·艾尔高特/凯文·史派西/杰米·福克斯","动作/犯罪/音乐","英国/美国",10871,2017-08-25,"进口分账"
486,"不惧风暴 Into the Storm",6.7,20196,"史蒂文·奎里","理查德·阿米蒂奇/莎拉·韦恩·卡丽丝/马特·沃尔什","动作/灾难","美国",10862,2014-09-12,"进口分账"
487,"魔警",5.9,44371,"林超贤","吴彦祖/张家辉/思漩","动作/犯罪/悬疑/惊悚","香港/中国大陆",10844,2014-04-18,"国产"
488,"十万个冷笑话",6.3,64377,"卢恒宇/李姝洁","阿杰/皇贞季/宝木中阳","喜剧/动画/奇幻","中国大陆",10799,2014-12-31,"国产"
489,"二次曝光",6.1,105774,"李玉","范冰冰/冯绍峰/霍思燕","剧情/爱情/悬疑","中国大陆",10763,2012-09-29,"国产"
490,"分歧者2：绝地反击 Insurgent",5.8,40521,"罗伯特·斯文克","谢琳·伍德蕾/提奥·詹姆斯/凯特·温丝莱特","动作/爱情/科幻/冒险","美国",10759,2015-06-19,"进口分账"
491,"航海王之黄金城 ONE PIECE FILM GOLD",7.7,31146,"宮元宏彰","田中真弓/中井和哉/冈村明美","剧情/动作/动画/冒险","日本",10732,2016-11-11,"进口"
492,"杨善洲",7.2,1587,"董玲","李雪健/奚美娟/陶虹","剧情/传记","中国大陆",10706,2011-07-19,"国产"
493,"猎神：冬日之战 The Huntsman: Winter's War",5.4,21660,"塞德里克·萨科","克里斯·海姆斯沃斯/查理兹·塞隆/艾米莉·布朗特","剧情/动作/奇幻/冒险","美国",10628,2016-04-22,"进口分账"
494,"东北往事之破马张飞",3.6,12284,"郭大雷","贾乃亮/马丽/王迅","喜剧/动作","中国大陆",10616,2017-02-03,"国产"
495,"达·芬奇密码 The Da Vinci Code",7.2,141433,"朗·霍华德","汤姆·汉克斯/奥黛丽·塔图/伊恩·麦克莱恩","悬疑/惊悚","美国/马耳他/法国/英国",10583,2006-05-19,"进口分账"
496,"全民超人汉考克 Hancock",6.7,123355,"彼得·博格","威尔·史密斯/查理兹·塞隆/杰森·贝特曼","动作/犯罪/奇幻","美国",10500,2008-07-02,"进口分账"
497,"霍元甲",6.6,87620,"于仁泰","李连杰/董勇/孙俪","剧情/传记/动作","美国/中国大陆/香港",10500,2006-01-25,"国产"
498,"珍珠港 Pearl Harbor",7.8,139484,"迈克尔·贝","本·阿弗莱克/乔什·哈奈特/凯特·贝金赛尔","剧情/历史/爱情/战争","美国",10500,2001-08-10,"进口分账"
499,"大内密探灵灵狗 大內密探靈靈狗",5,107803,"王晶","古天乐/徐熙媛/佟大为","喜剧","香港/中国大陆/台湾",10436,2009-07-30,"国产"
500,"超能查派 Chappie",7.2,75920,"尼尔·布洛姆坎普","休·杰克曼/西格妮·韦弗/沙尔托·科普雷","动作/科幻/惊悚","美国/墨西哥/南非",10374,2015-05-08,"进口"
501,"哆啦A梦：新·大雄的日本诞生 ドラえもん 新<U+30FB>のび太の日本誕生",7.1,26217,"八锹新之介","水田山葵/大原惠美/嘉数由美","动画","日本",10359,2016-07-22,"进口"
502,"超脑48小时 Criminal",6.4,32340,"阿里尔·弗罗门","凯文·科斯特纳/加里·奥德曼/汤米·李·琼斯","剧情/动作/犯罪/悬疑/惊悚","英国/美国",10354,2016-05-13,"进口"
503,"铜雀台",5,41724,"赵林山","周润发/刘亦菲/苏有朋","剧情/古装","中国大陆",10345,2012-09-26,"国产"
504,"赛尔号大电影6：圣者无敌",4.9,786,"王章俊","罗玉婷/翟巍/王晓彤","儿童/喜剧/动画/奇幻/冒险","中国大陆",10326,2017-08-18,"国产"
505,"火影忍者剧场版：博人传 BORUTO -NARUTO THE MOVIE-",8.4,47126,"山下宏幸","三瓶由布子/菊池心/竹内顺子","动作/动画/冒险","日本",10320,2016-02-18,"进口"
506,"财神客栈",5.3,35944,"王晶","谢霆锋/张家辉/黄奕","喜剧/动作/悬疑/古装","中国大陆/香港",10314,2011-06-28,"国产"
507,"游戏规则",4.3,4505,"高希希","何润东/黄子韬/古力娜扎","剧情/动作","中国大陆",10313,2017-02-10,"国产"
508,"辛亥革命",6.2,28495,"张黎/成龙","赵文瑄/成龙/李冰冰","剧情/历史","中国大陆",10275,2011-09-23,"国产"
509,"白日焰火",7.1,163534,"刁亦男","廖凡/桂纶镁/王学兵","剧情/犯罪/悬疑","中国大陆",10242,2014-03-21,"国产"
510,"金刚 King Kong",7.8,168485,"彼得·杰克逊","娜奥米·沃茨/杰克·布莱克/艾德里安·布洛迪","剧情/动作/爱情/冒险","新西兰/美国/德国",10231,2006-01-14,"进口分账"
511,"绝命海拔 Everest",7.4,45143,"巴塔萨·科马库","杰森·克拉科/乔什·布洛林/约翰·浩克斯","剧情/传记/冒险","英国/美国/冰岛",10212,2015-11-03,"进口分账"
512,"真实的谎言 True Lies",8.1,96866,"詹姆斯·卡梅隆","阿诺·施瓦辛格/杰米·李·柯蒂斯/汤姆·阿诺德","喜剧/动作/惊悚","美国",10200,1995-04-14,"进口分账"
513,"鲨滩 The Shallows",7.1,62696,"佐米·希尔拉","布蕾克·莱弗利/奥斯卡·贾恩那达/布莱特·卡伦","惊悚/冒险","美国",10165,2016-09-09,"进口分账"
514,"孔子",5.3,60084,"胡玫","周润发/周迅/陈建斌","传记/剧情","中国大陆/香港",10139,2010-01-22,"国产"
515,"临时同居 失戀急讓",5,27383,"卓韵芝","张家辉/郑秀文/杨颖","喜剧/爱情","香港/中国大陆",10110,2014-08-21,"国产"
516,"绝世高手",6.2,49605,"卢正雨","卢正雨/郭采洁/范伟","喜剧/动作","中国大陆",10087,2017-07-07,"国产"
517,"三少爷的剑",4.9,49240,"尔冬升","林更新/何润东/江一燕","剧情/动作/武侠/古装","中国大陆",10074,2016-12-02,"国产"
518,"三人行",5.9,70188,"杜琪峰","赵薇/古天乐/钟汉良","剧情/动作/犯罪","中国大陆/香港",10042,2016-06-24,"国产"
519,"像素大战 Pixels",6.1,54197,"克里斯·哥伦布","亚当·桑德勒/凯文·詹姆斯/米歇尔·莫纳汉","喜剧/动作/科幻","美国/中国大陆",10024,2015-09-15,"进口特种"
520,"冈仁波齐",7.7,58662,"张杨","尼玛扎堆/杨培/索朗卓嘎","剧情","中国大陆",10010,2017-06-20,"国产"
521,"叶问 葉問",7.5,190222,"叶伟信","甄子丹/任达华/熊黛林","动作/传记/剧情/历史","香港/中国大陆",10000,2008-12-12,"国产"
522,"帕丁顿熊 Paddington",7.6,100771,"保罗·金","本·卫肖/妮可·基德曼/休·博内威利","喜剧/家庭","英国/法国",9992,2015-03-05,"进口"
523,"雷神 Thor",6.6,122365,"肯尼思·布拉纳","克里斯·海姆斯沃斯/汤姆·希德勒斯顿/娜塔莉·波特曼","动作/奇幻/冒险","美国",9823,2011-05-08,"进口分账"
524,"庞贝末日 Pompeii",6,23893,"保罗·安德森","基特·哈灵顿/凯瑞-安·莫斯/艾米莉·布朗宁","动作/爱情/冒险/灾难","加拿大/德国/美国",9754,2014-08-15,"进口"
525,"侠探杰克 Jack Reacher",6.1,49451,"克里斯托弗·麦奎里","汤姆·克鲁斯/裴淳华/理查德·詹金斯","动作/惊悚/犯罪","美国",9720,2013-02-16,"进口分账"
526,"神话",6.2,118695,"唐季礼","成龙/金喜善/梁家辉","动作/冒险/喜剧/剧情/奇幻","中国大陆/香港",9700,2005-09-23,"国产"
527,"孤岛惊魂",3.2,31029,"钟继昌","陈小春/杨幂/叶山豪","悬疑/惊悚/恐怖","中国大陆",9617,2011-07-08,"国产"
528,"单身男女 單身男女",6.8,218353,"杜琪峰","古天乐/吴彦祖/高圆圆","喜剧/爱情","香港",9616,2011-03-31,"国产"
529,"非常完美",6,152009,"金依萌","章子怡/范冰冰/何润东","喜剧/爱情","中国大陆/韩国",9599,2009-08-14,"国产"
530,"反贪风暴 Z風暴",5.5,30153,"林德禄","古天乐/林家栋/陈静","剧情/动作/犯罪","香港/中国大陆",9533,2014-08-16,"国产"
531,"哈利·波特与火焰杯 Harry Potter and the Goblet of Fire",8.1,157987,"迈克·内威尔","丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特","奇幻/冒险","英国/美国",9400,2005-11-18,"进口分账"
532,"宝贝计划 寶貝計劃",7.1,191807,"陈木胜","成龙/古天乐/蔡志强","动作/喜剧/剧情","香港/中国大陆",9400,2006-09-28,"国产"
533,"绑架者",4.9,24874,"徐静蕾/杨翌舒","白百何/黄立行/明道","动作/犯罪","中国大陆/台湾/香港",9388,2017-03-31,"国产"
534,"美国队长 Captain America: The First Avenger",6.5,142353,"乔·庄斯顿","克里斯·埃文斯/海莉·阿特维尔/塞巴斯蒂安·斯坦","动作/科幻/冒险","美国",9363,2011-09-09,"进口分账"
535,"绣春刀",7.5,203269,"路阳","张震/刘诗诗/王千源","剧情/动作/武侠/古装","中国大陆",9334,2014-08-07,"国产"
536,"危情谍战 Knight and Day",6.8,44848,"詹姆斯·曼高德","汤姆·克鲁斯/卡梅隆·迪亚兹/彼得·萨斯加德","动作/冒险/喜剧/惊悚","美国",9301,2010-07-06,"进口分账"
537,"007：大战皇家赌场 Casino Royale",7.4,91737,"马丁·坎贝尔","丹尼尔·克雷格/伊娃·格林/麦斯·米科尔森","动作/惊悚/犯罪","美国/英国/德国/捷克CzechRepublic/巴哈马Bahamas",9270,2007-01-29,"进口分账"
538,"头脑特工队 Inside Out",8.7,210023,"彼特·道格特/罗纳尔多·德尔·卡门","艾米·波勒/菲利丝·史密斯/理查德·坎德","喜剧/动画/冒险","美国",9229,2015-10-06,"进口分账"
539,"钢铁侠 Iron Man",7.8,213105,"乔恩·费儒","小罗伯特·唐尼/泰伦斯·霍华德/格温妮斯·帕特洛","动作/冒险/科幻/惊悚","美国",9200,2008-04-30,"进口分账"
540,"驯龙高手 How to Train Your Dragon",8.7,280008,"迪恩·德布洛斯/克里斯·桑德斯","杰伊·巴鲁切尔/杰拉德·巴特勒/克雷格·费格森","喜剧/动画/奇幻/冒险/家庭","美国",9193,2010-05-14,"进口分账"
541,"怪物史瑞克4 Shrek Forever After",7.5,43227,"迈克·米歇尔","麦克·梅尔斯/艾迪·墨菲/卡梅隆·迪亚兹","喜剧/动作/动画/冒险","美国",9099,2010-08-16,"进口分账"
542,"云中行走 The Walk",7.5,64563,"罗伯特·泽米吉斯","约瑟夫·高登-莱维特/本·金斯利/夏洛特·勒·邦","剧情/传记/冒险","美国",9076,2016-01-22,"进口分账"
543,"新大头儿子和小头爸爸2一日成才",4.2,1806,"何澄/张振益","刘纯燕/董浩/鞠萍","喜剧/动画/家庭","中国大陆",9035,2016-08-19,"国产"
544,"全城戒备",4.4,32966,"陈木胜","郭富城/舒淇/邹兆龙","动作/科幻/惊悚","香港/中国大陆",9033,2010-08-06,"国产"
545,"窃听风云 竊聽風雲",7.4,168839,"麦兆辉/庄文强","刘青云/古天乐/吴彦祖","动作/剧情/惊悚","香港/中国大陆/新加坡",8983,2009-07-24,"国产"
546,"百鸟朝凤",8,107748,"吴天明","陶泽如/李岷城/嵇波","剧情","中国大陆",8917,2016-05-06,"国产"
547,"机械师 The Mechanic",6.9,82621,"西蒙·韦斯特","杰森·斯坦森/本·福斯特/托尼·戈德温","动作/剧情/惊悚","美国",8916,2012-08-02,"进口"
548,"魔宫魅影",4.7,9243,"叶伟民","林心如/杨祐宁/任达华","剧情/爱情/惊悚","中国大陆/香港",8844,2016-04-29,"国产"
549,"我想和你好好的",5.8,57618,"李蔚然","冯绍峰/倪妮/钮宝平","剧情/爱情","中国大陆",8812,2013-10-12,"国产"
550,"痞子英雄之全面开战 痞子英雄",6.4,60098,"蔡岳勋","黄渤/赵又廷/杨颖","剧情/动作/犯罪","中国大陆/台湾",8769,2012-06-19,"国产"
551,"大护法",7.9,142448,"不思凡","小连杀/图特哈蒙/金士杰","喜剧/动画/奇幻/冒险","中国大陆",8761,2017-07-13,"国产"
552,"惊天战神 Immortals",5.7,19782,"塔西姆·辛","亨利·卡维尔/米基·洛克/约翰·赫特","动作/剧情/奇幻","美国",8663,2011-11-11,"进口"
553,"指环王3：王者无敌 The Lord of the Rings: The Return of the King",9.1,288597,"彼得·杰克逊","维果·莫腾森/伊利亚·伍德/西恩·奥斯汀","剧情/动作/奇幻/冒险","美国/新西兰",8630,2004-03-12,"进口分账"
554,"喜羊羊与灰太狼之牛气冲天",6.3,17303,"赵崇邦","阿牛/林峰/徐子珊","儿童/喜剧/动画","中国大陆",8621,2009-01-16,"国产"
555,"我愿意",5.8,95615,"孙周","李冰冰/孙红雷/段奕宏","喜剧/爱情","中国大陆",8544,2012-02-10,"国产"
556,"了不起的盖茨比 The Great Gatsby",7.7,262162,"巴兹·鲁赫曼","莱昂纳多·迪卡普里奥/凯瑞·穆里根/托比·马奎尔","剧情/爱情","澳大利亚/美国",8524,2013-08-30,"进口分账"
557,"花木兰",6.2,72529,"马楚成","赵薇/陈坤/胡军","冒险/剧情/爱情","中国大陆/香港",8518,2009-11-27,"国产"
558,"喜羊羊与灰太狼之飞马奇遇记",4.2,18029,"简耀宗","祖晴/张琳/白百何","喜剧/动画/奇幻/冒险/家庭","中国大陆",8487,2014-01-16,"国产"
559,"八星抱喜",4.9,21203,"陈庆嘉/秦小珍","黄百鸣/古天乐/甄子丹","喜剧","中国大陆/香港",8452,2012-01-20,"国产"
560,"整容日记",4.5,58552,"林爱华","白百何/郑中基/张瑶","喜剧/爱情","中国大陆/香港",8450,2014-04-04,"国产"
561,"麦兜响当当 麥兜響當當",7.4,81353,"谢立文","黄渤/黄秋生/吴君如","动画/喜剧","中国大陆/香港",8314,2017-03-17,"国产"
562,"笔仙Ⅱ",3.9,7846,"安兵基","朴寒星/辛芷蕾/高欣宇","悬疑/惊悚","中国大陆",8259,2013-07-16,"国产"
563,"一念天堂",5.3,31373,"张承","沈腾/马丽/杜晓宇","喜剧","中国大陆",8257,2015-12-31,"国产"
564,"飞屋环游记 Up",8.9,503146,"彼特·道格特/鲍勃·彼德森","爱德华·阿斯纳/克里斯托弗·普卢默/乔丹·长井","剧情/喜剧/动画/冒险","美国",8251,2009-08-04,"进口特种"
565,"宙斯之子：赫拉克勒斯 Hercules",5.9,18006,"布莱特·拉特纳","道恩·强森/伊恩·麦柯肖恩/约翰·赫特","动作/冒险","美国",8226,2014-10-21,"进口分账"
566,"纳尼亚传奇2：凯斯宾王子 The Chronicles of Narnia: Prince Caspian",6.8,56486,"安德鲁·亚当森","乔芝·韩莉/斯堪德·凯恩斯/安娜·帕波维尔","动作/奇幻/冒险","美国/波兰/斯洛文尼亚/捷克",8200,2008-06-06,"进口分账"
567,"东成西就2011",3.9,45837,"刘镇伟","陈奕迅/莫文蔚/钟镇涛","喜剧/动作/爱情/奇幻/音乐","中国大陆/香港",8187,2011-11-24,"国产"
568,"名侦探柯南：业火的向日葵 名探偵コナン 業火の向日葵",5.6,34123,"静野孔文","高山南/山崎和佳奈/小山力也","动画/悬疑/冒险","日本",8156,2015-10-23,"进口"
569,"独行侠 The Lone Ranger",7,53481,"戈尔·维宾斯基","约翰尼·德普/艾米·汉莫/海伦娜·伯翰·卡特","动作/西部/冒险","美国",8147,2013-10-05,"进口分账"
570,"银魂 銀魂",7.3,51012,"福田雄一","小栗旬/菅田将晖/桥本环奈","喜剧/动作/奇幻/冒险","日本",8136,2017-09-01,"进口"
571,"碟中谍3 Mission: Impossible III",7.3,93191,"J·J·艾布拉姆斯","汤姆·克鲁斯/菲利普·塞默·霍夫曼/米歇尔·莫纳汉","动作/冒险/惊悚","美国/德国",8120,2006-07-20,"进口分账"
572,"所以……和黑粉结婚了",4.7,20201,"金帝荣","朴灿烈/袁姗姗/姜潮","喜剧/爱情","中国大陆/韩国",8114,2016-06-30,"国产"
573,"史前一万年 10,000 BC",5.9,30838,"罗兰·艾默里奇","史蒂文·斯崔特/卡米拉·贝勒/蒂姆·巴洛","冒险/剧情/奇幻","美国",8100,2008-03-22,"进口分账"
574,"梦想合伙人",3.9,22986,"张太维","姚晨/唐嫣/郝蕾","剧情/爱情","中国大陆",8094,2016-04-29,"国产"
575,"六福喜事",5.2,32350,"谷德昭","黄百鸣/曾志伟/吴君如","喜剧/爱情","中国大陆/香港",8069,2014-01-11,"国产"
576,"金刚狼 X-Men Origins: Wolverine",7.1,141189,"加文·胡德","休·杰克曼/列维·施瑞博尔/瑞恩·雷诺兹","动作/奇幻/科幻/惊悚","美国",8018,2009-05-03,"进口分账"
577,"大侦探福尔摩斯 Sherlock Holmes",7.5,190791,"盖·里奇","小罗伯特·唐尼/裘德·洛/瑞秋·麦克亚当斯","动作/冒险/犯罪/悬疑/惊悚","美国/德国",7997,2010-02-25,"进口分账"
578,"等风来",5.6,90702,"滕华涛","倪妮/井柏然/刘雅瑟","喜剧/爱情","中国大陆",7976,2013-12-31,"国产"
579,"惊天大逆转",7,51750,"李骏","钟汉良/李政宰/郎月婷","剧情/犯罪/悬疑","中国大陆/韩国",7866,2016-07-15,"国产"
580,"小门神",6.8,27990,"王微","高晓松/白客/易小星","喜剧/动画/奇幻","中国大陆",7863,2016-01-01,"国产"
581,"冰川时代2：融冰之灾 Ice Age: The Meltdown",8,138486,"卡洛斯·萨尔达尼亚","雷·罗马诺/约翰·雷吉扎莫/丹尼斯·利瑞","喜剧/动画/冒险","美国",7849,NA,"进口分账"
582,"逗鸟外传：萌宝满天飞 Storks",7.5,19497,"尼古拉斯·斯托勒/道格·斯威特兰德","安迪·萨姆伯格/凯蒂·克朗/凯尔希·格兰莫","喜剧/动画/奇幻/冒险","美国",7773,2016-09-23,"进口特种"
583,"王的盛宴",5.3,58307,"陆川","刘烨/吴彦祖/张震","历史/古装","中国大陆",7715,2012-11-29,"国产"
584,"消失的凶手",4.8,22121,"罗志良","刘青云/林家栋/李小璐","动作/犯罪/悬疑","中国大陆/香港",7709,2015-11-27,"国产"
585,"那些年，我们一起追的女孩 那些年，我們一起追的女孩",8.1,495120,"九把刀","柯震东/陈妍希/敖犬","剧情/喜剧/爱情","台湾",7694,2012-01-06,"进口"
586,"洛克王国4：出发！巨人谷",4.7,541,"乌格斯·马特尔/曹东飈","张琦/胡夏/林颖","动画/奇幻/冒险","中国大陆",7689,2015-08-13,"国产"
587,"触不可及",5.3,30681,"赵宝刚","孙红雷/桂纶镁/方中信","爱情/战争","中国大陆",7676,2014-09-19,"国产"
588,"赛尔号大电影3之战神联盟",4.5,2851,"王章俊/殷玉麒","杨欧/张安琪/樊俊航","动画/儿童/冒险","中国大陆",7673,2013-07-12,"国产"
589,"战国",3.8,31267,"金琛","孙红雷/景甜/金喜善","剧情/动作/爱情/战争/悬疑/古装","中国大陆",7671,2011-04-12,"国产"
590,"救火英雄",7.2,44067,"郭子健","谢霆锋/余文乐/任达华","动作/灾难","香港/中国大陆",7638,2014-01-03,"国产"
591,"分歧者：异类觉醒 Divergent",6.4,73904,"尼尔·博格","谢琳·伍德蕾/提奥·詹姆斯/艾什莉·贾德","动作/爱情/科幻/冒险","美国",7615,2014-09-08,"进口"
592,"赛车总动员2 Cars 2",7.6,46699,"约翰·拉塞特/布拉德·刘易斯","欧文·威尔逊/王牌接线员拉里/迈克尔·凯恩","喜剧/动画/冒险","美国",7613,2011-08-24,"进口分账"
593,"通缉令 Wanted",7.4,119511,"提莫·贝克曼贝托夫","詹姆斯·麦卡沃伊/摩根·弗里曼/安吉丽娜·朱莉","动作/犯罪/惊悚","美国/德国",7600,2008-10-09,"进口分账"
594,"我爱灰太狼2",2.7,1589,"叶凯","赵英俊/王智/蔡景森","喜剧/动画","中国大陆",7490,2013-08-01,"国产"
595,"雪国列车 <U+C124><U+AD6D><U+C5F4><U+CC28>",7.2,160892,"奉俊昊","克里斯·埃文斯/杰米·贝尔/宋康昊","剧情/动作/科幻/灾难","韩国/捷克/美国/法国",7489,2014-03-17,"进口"
596,"原谅他77次 原諒他77次",6.6,20296,"邱礼涛","蔡卓妍/周柏豪/诗雅","爱情","香港/中国大陆",7486,2017-06-23,"进口"
597,"英雄之战",3.1,8703,"虞军豪","陆毅/何润东/魏一","动作/爱情","中国大陆",7455,2014-03-21,"国产"
598,"伤城",6.8,78539,"刘伟强/麦兆辉","梁朝伟/金城武/徐静蕾","犯罪/剧情/惊悚","中国大陆/香港",7430,2006-12-21,"国产"
599,"逆世界 Upside Down",6.1,60394,"胡安·索拉纳斯","吉姆·斯特吉斯/克斯汀·邓斯特/蒂莫西·斯波","剧情/爱情/科幻/奇幻","加拿大/法国",7381,2013-03-07,"进口"
600,"精灵旅社 Hotel Transylvania",7.8,109369,"格恩迪·塔塔科夫斯基","亚当·桑德勒/安迪·萨姆伯格/赛琳娜·戈麦斯","喜剧/动画/奇幻","美国",7351,2013-11-01,"进口"
601,"第三种爱情",5.1,43244,"李宰汉","刘亦菲/宋承宪/欧弟","爱情","中国大陆/韩国",7326,2015-09-25,"国产"
602,"绿灯侠 Green Lantern",5.8,47861,"马丁·坎贝尔","瑞恩·雷诺兹/布蕾克·莱弗利/彼得·萨斯加德","动作/科幻","美国",7317,2011-10-20,"进口特种"
603,"血战湘江",3.7,2140,"陈力","王霙/徐箭/董勇","历史/战争","中国大陆",7316,2017-06-30,"国产"
604,"国家宝藏：夺宝秘笈 National Treasure: Book of Secrets",7.1,70604,"乔·德特杜巴","尼古拉斯·凯奇/贾斯汀·巴萨/黛安·克鲁格","动作/冒险/喜剧/悬疑/惊悚","美国",7300,2008-03-17,"进口分账"
605,"深海浩劫 Deepwater Horizon",7,29346,"彼得·博格","马克·沃尔伯格/迪伦·欧布莱恩/约翰·马尔科维奇","剧情/冒险/灾难","美国/香港",7266,2016-11-15,"进口"
606,"捉迷藏",5.4,23781,"刘杰","霍建华/秦海璐/万茜","犯罪/悬疑/惊悚","中国大陆",7229,2016-11-04,"国产"
607,"三国之见龙卸甲",5.1,42961,"李仁港","刘德华/洪金宝/李美琪","动作/剧情/历史/战争","中国大陆/韩国/香港",7200,2008-04-03,"国产"
608,"血滴子",4.6,43234,"刘伟强","黄晓明/阮经天/李宇春","动作/武侠/古装","中国大陆/香港",7200,2012-12-20,"国产"
609,"黑猫警长之翡翠之星",5.1,4974,"于胜军/史学刚/青松/施屹","赵路/吴天昊/林子杰","喜剧/动作/科幻/动画","中国大陆",7193,2015-08-07,"国产"
610,"斯大林格勒 Сталинград",6,13994,"费奥多尔·邦达尔丘克","彼得·费奥多罗夫/托马斯·克莱舒曼/玛丽亚·斯莫尔尼科娃","动作/战争","俄罗斯",7150,2013-10-31,"进口分账"
611,"我爱灰太狼",3,1791,"朱枫","赵娜/梁颖/祖晴","喜剧/动画/冒险","中国大陆",7130,2012-08-10,"国产"
